"No.","Time","Source","Destination","Protocol","Length","Info","Source Port","Dest Port"
"7111","1595013268.824","192.168.56.105","192.168.56.104","TCP","54","3557  >  80 [RST] Seq=4110477865 Win=0 Len=0","3557","80"
"7112","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3561  >  80 [SYN] Seq=0 Win=512 Len=0","3561","80"
"7113","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 3561  >  80 [SYN] Seq=0 Win=512 Len=0","3561","80"
"7114","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3562  >  80 [SYN] Seq=0 Win=512 Len=0","3562","80"
"7115","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","80  >  3559 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3559"
"7116","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3559  >  80 [RST] Seq=1 Win=0 Len=0","3559","80"
"7117","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","80  >  3560 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3560"
"7118","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3560  >  80 [RST] Seq=1 Win=0 Len=0","3560","80"
"7119","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","80  >  3561 [SYN, ACK] Seq=0 Ack=3284437133 Win=29200 Len=0 MSS=1460","80","3561"
"7120","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3561  >  80 [RST] Seq=3284437133 Win=0 Len=0","3561","80"
"7121","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 7119#1] 80  >  3561 [ACK] Seq=1 Ack=3284437133 Win=29200 Len=0","80","3561"
"7122","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3561  >  80 [RST] Seq=3284437133 Win=0 Len=0","3561","80"
"7123","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3564  >  80 [SYN] Seq=0 Win=512 Len=0","3564","80"
"7124","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","80  >  3562 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3562"
"7125","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 3564  >  80 [SYN] Seq=0 Win=512 Len=0","3564","80"
"7126","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3562  >  80 [RST] Seq=1 Win=0 Len=0","3562","80"
"7127","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  3564 [SYN, ACK] Seq=0 Ack=510297408 Win=29200 Len=0 MSS=1460","80","3564"
"7128","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3564  >  80 [RST] Seq=510297408 Win=0 Len=0","3564","80"
"7129","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3565  >  80 [SYN] Seq=0 Win=512 Len=0","3565","80"
"7130","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 7127#1] [TCP ACKed unseen segment] 80  >  3564 [ACK] Seq=1 Ack=510297408 Win=29200 Len=0","80","3564"
"7131","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3564  >  80 [RST] Seq=510297408 Win=0 Len=0","3564","80"
"7132","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3566  >  80 [SYN] Seq=0 Win=512 Len=0","3566","80"
"7133","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3567  >  80 [SYN] Seq=0 Win=512 Len=0","3567","80"
"7134","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","80  >  3565 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3565"
"7135","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3565  >  80 [RST] Seq=1 Win=0 Len=0","3565","80"
"7136","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3568  >  80 [SYN] Seq=0 Win=512 Len=0","3568","80"
"7137","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3569  >  80 [SYN] Seq=0 Win=512 Len=0","3569","80"
"7138","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3571  >  80 [SYN] Seq=0 Win=512 Len=0","3571","80"
"7139","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","80  >  3566 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3566"
"7140","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3572  >  80 [SYN] Seq=0 Win=512 Len=0","3572","80"
"7141","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","80  >  3567 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3567"
"7142","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","80  >  3568 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3568"
"7143","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","80  >  3569 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3569"
"7144","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3566  >  80 [RST] Seq=1 Win=0 Len=0","3566","80"
"7145","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3567  >  80 [RST] Seq=1 Win=0 Len=0","3567","80"
"7146","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3568  >  80 [RST] Seq=1 Win=0 Len=0","3568","80"
"7147","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3569  >  80 [RST] Seq=1 Win=0 Len=0","3569","80"
"7148","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 3572  >  80 [SYN] Seq=0 Win=512 Len=0","3572","80"
"7149","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","80  >  3571 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3571"
"7150","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3571  >  80 [RST] Seq=1 Win=0 Len=0","3571","80"
"7151","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3574  >  80 [SYN] Seq=0 Win=512 Len=0","3574","80"
"7152","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  3572 [SYN, ACK] Seq=0 Ack=258667501 Win=29200 Len=0 MSS=1460","80","3572"
"7153","1595013268.825","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 7152#1] [TCP ACKed unseen segment] 80  >  3572 [ACK] Seq=1 Ack=258667501 Win=29200 Len=0","80","3572"
"7154","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3572  >  80 [RST] Seq=258667501 Win=0 Len=0","3572","80"
"7155","1595013268.825","192.168.56.105","192.168.56.104","TCP","54","3572  >  80 [RST] Seq=258667501 Win=0 Len=0","3572","80"
"7156","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 3574  >  80 [SYN] Seq=0 Win=512 Len=0","3574","80"
"7157","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3575  >  80 [SYN] Seq=0 Win=512 Len=0","3575","80"
"7158","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3577  >  80 [SYN] Seq=0 Win=512 Len=0","3577","80"
"7159","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  3574 [SYN, ACK] Seq=0 Ack=540541007 Win=29200 Len=0 MSS=1460","80","3574"
"7160","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 7159#1] [TCP ACKed unseen segment] 80  >  3574 [ACK] Seq=1 Ack=540541007 Win=29200 Len=0","80","3574"
"7161","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","80  >  3575 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3575"
"7162","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3574  >  80 [RST] Seq=540541007 Win=0 Len=0","3574","80"
"7163","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3574  >  80 [RST] Seq=540541007 Win=0 Len=0","3574","80"
"7164","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3575  >  80 [RST] Seq=1 Win=0 Len=0","3575","80"
"7165","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 3577  >  80 [SYN] Seq=0 Win=512 Len=0","3577","80"
"7166","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3579  >  80 [SYN] Seq=0 Win=512 Len=0","3579","80"
"7167","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","80  >  3577 [SYN, ACK] Seq=0 Ack=3934801325 Win=29200 Len=0 MSS=1460","80","3577"
"7168","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3577  >  80 [RST] Seq=3934801325 Win=0 Len=0","3577","80"
"7169","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3580  >  80 [SYN] Seq=0 Win=512 Len=0","3580","80"
"7170","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3581  >  80 [SYN] Seq=0 Win=512 Len=0","3581","80"
"7171","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 7167#1] 80  >  3577 [ACK] Seq=1 Ack=3934801325 Win=29200 Len=0","80","3577"
"7172","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3577  >  80 [RST] Seq=3934801325 Win=0 Len=0","3577","80"
"7173","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 3581  >  80 [SYN] Seq=0 Win=512 Len=0","3581","80"
"7174","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","80  >  3579 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3579"
"7175","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","80  >  3580 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3580"
"7176","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  3581 [SYN, ACK] Seq=0 Ack=182730399 Win=29200 Len=0 MSS=1460","80","3581"
"7177","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3579  >  80 [RST] Seq=1 Win=0 Len=0","3579","80"
"7178","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3580  >  80 [RST] Seq=1 Win=0 Len=0","3580","80"
"7179","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3581  >  80 [RST] Seq=182730399 Win=0 Len=0","3581","80"
"7180","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3582  >  80 [SYN] Seq=0 Win=512 Len=0","3582","80"
"7181","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3583  >  80 [SYN] Seq=0 Win=512 Len=0","3583","80"
"7182","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 7176#1] [TCP ACKed unseen segment] 80  >  3581 [ACK] Seq=1 Ack=182730399 Win=29200 Len=0","80","3581"
"7183","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3581  >  80 [RST] Seq=182730399 Win=0 Len=0","3581","80"
"7184","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3584  >  80 [SYN] Seq=0 Win=512 Len=0","3584","80"
"7185","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","80  >  3582 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3582"
"7186","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3586  >  80 [SYN] Seq=0 Win=512 Len=0","3586","80"
"7187","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3582  >  80 [RST] Seq=1 Win=0 Len=0","3582","80"
"7188","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3587  >  80 [SYN] Seq=0 Win=512 Len=0","3587","80"
"7189","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","80  >  3583 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3583"
"7190","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3583  >  80 [RST] Seq=1 Win=0 Len=0","3583","80"
"7191","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 3587  >  80 [SYN] Seq=0 Win=512 Len=0","3587","80"
"7192","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","80  >  3584 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3584"
"7193","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3589  >  80 [SYN] Seq=0 Win=512 Len=0","3589","80"
"7194","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","80  >  3586 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3586"
"7195","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","80  >  3587 [SYN, ACK] Seq=0 Ack=3185374352 Win=29200 Len=0 MSS=1460","80","3587"
"7196","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3584  >  80 [RST] Seq=1 Win=0 Len=0","3584","80"
"7197","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3586  >  80 [RST] Seq=1 Win=0 Len=0","3586","80"
"7198","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3587  >  80 [RST] Seq=3185374352 Win=0 Len=0","3587","80"
"7199","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 7195#1] 80  >  3587 [ACK] Seq=1 Ack=3185374352 Win=29200 Len=0","80","3587"
"7200","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3587  >  80 [RST] Seq=3185374352 Win=0 Len=0","3587","80"
"7201","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 3589  >  80 [SYN] Seq=0 Win=512 Len=0","3589","80"
"7202","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3590  >  80 [SYN] Seq=0 Win=512 Len=0","3590","80"
"7203","1595013268.826","192.168.56.104","192.168.56.105","TCP","60","80  >  3589 [SYN, ACK] Seq=0 Ack=2554693473 Win=29200 Len=0 MSS=1460","80","3589"
"7204","1595013268.826","192.168.56.105","192.168.56.104","TCP","54","3589  >  80 [RST] Seq=2554693473 Win=0 Len=0","3589","80"
"7205","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3592  >  80 [SYN] Seq=0 Win=512 Len=0","3592","80"
"7206","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 7203#1] 80  >  3589 [ACK] Seq=1 Ack=2554693473 Win=29200 Len=0","80","3589"
"7207","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3589  >  80 [RST] Seq=2554693473 Win=0 Len=0","3589","80"
"7208","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 3592  >  80 [SYN] Seq=0 Win=512 Len=0","3592","80"
"7209","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3590 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3590"
"7210","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3590  >  80 [RST] Seq=1 Win=0 Len=0","3590","80"
"7211","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3592 [SYN, ACK] Seq=0 Ack=3877351364 Win=29200 Len=0 MSS=1460","80","3592"
"7212","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3592  >  80 [RST] Seq=3877351364 Win=0 Len=0","3592","80"
"7213","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3594  >  80 [SYN] Seq=0 Win=512 Len=0","3594","80"
"7214","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 7211#1] 80  >  3592 [ACK] Seq=1 Ack=3877351364 Win=29200 Len=0","80","3592"
"7215","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3592  >  80 [RST] Seq=3877351364 Win=0 Len=0","3592","80"
"7216","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3595  >  80 [SYN] Seq=0 Win=512 Len=0","3595","80"
"7217","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3596  >  80 [SYN] Seq=0 Win=512 Len=0","3596","80"
"7218","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3594 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3594"
"7219","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3594  >  80 [RST] Seq=1 Win=0 Len=0","3594","80"
"7220","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3597  >  80 [SYN] Seq=0 Win=512 Len=0","3597","80"
"7221","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3598  >  80 [SYN] Seq=0 Win=512 Len=0","3598","80"
"7222","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3595 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3595"
"7223","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3595  >  80 [RST] Seq=1 Win=0 Len=0","3595","80"
"7224","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3599  >  80 [SYN] Seq=0 Win=512 Len=0","3599","80"
"7225","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3596 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3596"
"7226","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3596  >  80 [RST] Seq=1 Win=0 Len=0","3596","80"
"7227","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3600  >  80 [SYN] Seq=0 Win=512 Len=0","3600","80"
"7228","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3597 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3597"
"7229","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3597  >  80 [RST] Seq=1 Win=0 Len=0","3597","80"
"7230","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 3600  >  80 [SYN] Seq=0 Win=512 Len=0","3600","80"
"7231","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3598 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3598"
"7232","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3598  >  80 [RST] Seq=1 Win=0 Len=0","3598","80"
"7233","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3602  >  80 [SYN] Seq=0 Win=512 Len=0","3602","80"
"7234","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3603  >  80 [SYN] Seq=0 Win=512 Len=0","3603","80"
"7235","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3604  >  80 [SYN] Seq=0 Win=512 Len=0","3604","80"
"7236","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3605  >  80 [SYN] Seq=0 Win=512 Len=0","3605","80"
"7237","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3606  >  80 [SYN] Seq=0 Win=512 Len=0","3606","80"
"7238","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3607  >  80 [SYN] Seq=0 Win=512 Len=0","3607","80"
"7239","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3599 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3599"
"7240","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3599  >  80 [RST] Seq=1 Win=0 Len=0","3599","80"
"7241","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3608  >  80 [SYN] Seq=0 Win=512 Len=0","3608","80"
"7242","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3609  >  80 [SYN] Seq=0 Win=512 Len=0","3609","80"
"7243","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3610  >  80 [SYN] Seq=0 Win=512 Len=0","3610","80"
"7244","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3600 [SYN, ACK] Seq=0 Ack=3759517777 Win=29200 Len=0 MSS=1460","80","3600"
"7245","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3600  >  80 [RST] Seq=3759517777 Win=0 Len=0","3600","80"
"7246","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3611  >  80 [SYN] Seq=0 Win=512 Len=0","3611","80"
"7247","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3612  >  80 [SYN] Seq=0 Win=512 Len=0","3612","80"
"7248","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 7244#1] 80  >  3600 [ACK] Seq=1 Ack=3759517777 Win=29200 Len=0","80","3600"
"7249","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3600  >  80 [RST] Seq=3759517777 Win=0 Len=0","3600","80"
"7250","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3613  >  80 [SYN] Seq=0 Win=512 Len=0","3613","80"
"7251","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3614  >  80 [SYN] Seq=0 Win=512 Len=0","3614","80"
"7252","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3602 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3602"
"7253","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3615  >  80 [SYN] Seq=0 Win=512 Len=0","3615","80"
"7254","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3603 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3603"
"7255","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3604 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3604"
"7256","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3602  >  80 [RST] Seq=1 Win=0 Len=0","3602","80"
"7257","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3603  >  80 [RST] Seq=1 Win=0 Len=0","3603","80"
"7258","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3605 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3605"
"7259","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3606 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3606"
"7260","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3607 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3607"
"7261","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3604  >  80 [RST] Seq=1 Win=0 Len=0","3604","80"
"7262","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3605  >  80 [RST] Seq=1 Win=0 Len=0","3605","80"
"7263","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3606  >  80 [RST] Seq=1 Win=0 Len=0","3606","80"
"7264","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3608 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3608"
"7265","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3609 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3609"
"7266","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3607  >  80 [RST] Seq=1 Win=0 Len=0","3607","80"
"7267","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3610 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3610"
"7268","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3608  >  80 [RST] Seq=1 Win=0 Len=0","3608","80"
"7269","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3611 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3611"
"7270","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3612 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3612"
"7271","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3609  >  80 [RST] Seq=1 Win=0 Len=0","3609","80"
"7272","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3610  >  80 [RST] Seq=1 Win=0 Len=0","3610","80"
"7273","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3611  >  80 [RST] Seq=1 Win=0 Len=0","3611","80"
"7274","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3612  >  80 [RST] Seq=1 Win=0 Len=0","3612","80"
"7275","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 3615  >  80 [SYN] Seq=0 Win=512 Len=0","3615","80"
"7276","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3613 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3613"
"7277","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3613  >  80 [RST] Seq=1 Win=0 Len=0","3613","80"
"7278","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3614 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3614"
"7279","1595013268.827","192.168.56.105","192.168.56.104","TCP","54","3614  >  80 [RST] Seq=1 Win=0 Len=0","3614","80"
"7280","1595013268.827","192.168.56.104","192.168.56.105","TCP","60","80  >  3615 [SYN, ACK] Seq=0 Ack=4075040331 Win=29200 Len=0 MSS=1460","80","3615"
"7281","1595013268.828","192.168.56.105","192.168.56.104","TCP","54","3615  >  80 [RST] Seq=4075040331 Win=0 Len=0","3615","80"
"7282","1595013268.828","192.168.56.105","192.168.56.104","TCP","54","3617  >  80 [SYN] Seq=0 Win=512 Len=0","3617","80"
"7283","1595013268.828","192.168.56.105","192.168.56.104","TCP","54","3618  >  80 [SYN] Seq=0 Win=512 Len=0","3618","80"
"7284","1595013268.828","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 3618  >  80 [SYN] Seq=0 Win=512 Len=0","3618","80"
"7285","1595013268.828","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 7280#1] 80  >  3615 [ACK] Seq=1 Ack=4075040331 Win=29200 Len=0","80","3615"
"7286","1595013268.828","192.168.56.104","192.168.56.105","TCP","60","80  >  3617 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3617"
"7287","1595013268.828","192.168.56.105","192.168.56.104","TCP","54","3615  >  80 [RST] Seq=4075040331 Win=0 Len=0","3615","80"
"7288","1595013268.828","192.168.56.105","192.168.56.104","TCP","54","3617  >  80 [RST] Seq=1 Win=0 Len=0","3617","80"
"7289","1595013268.828","192.168.56.104","192.168.56.105","TCP","60","80  >  3618 [SYN, ACK] Seq=0 Ack=3186440385 Win=29200 Len=0 MSS=1460","80","3618"
"7290","1595013268.828","192.168.56.105","192.168.56.104","TCP","54","3618  >  80 [RST] Seq=3186440385 Win=0 Len=0","3618","80"
"7291","1595013268.828","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 7289#1] 80  >  3618 [ACK] Seq=1 Ack=3186440385 Win=29200 Len=0","80","3618"
"7292","1595013268.828","192.168.56.105","192.168.56.104","TCP","54","3618  >  80 [RST] Seq=3186440385 Win=0 Len=0","3618","80"
"7293","1595013268.831","192.168.56.105","192.168.56.104","TCP","54","3619  >  80 [SYN] Seq=0 Win=512 Len=0","3619","80"
"7294","1595013268.831","192.168.56.105","192.168.56.104","TCP","54","3621  >  80 [SYN] Seq=0 Win=512 Len=0","3621","80"
"7295","1595013268.831","192.168.56.104","192.168.56.105","TCP","60","80  >  3619 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","3619"
